subdistrict_code,subdistrict_name,district_code
2210,Chanchal - I,332
2211,Chanchal - II,332
2212,Ratua - I,332
2213,Ratua - II,332
2214,Gazole,332
2215,Bamangola,332
2216,Habibpur,332
2217,Maldah (Old),332
2218,English Bazar,332
2219,Manikchak,332
2220,Kaliachak - I,332
2221,Kaliachak - II,332
2222,Kaliachak - III,332
2223,Farakka,333
2224,Samserganj,333
2225,Suti - I,333
2226,Suti - II,333
2227,Raghunathganj - I,333
2228,Raghunathganj - II,333
2229,Lalgola,333
2230,Sagardighi,333
2231,Bhagawangola - I,333
2232,Bhagawangola - II,333
2233,Raninagar - II,333
2234,Jalangi,333
2235,Domkal,333
2236,Raninagar - I,333
2237,Murshidabad Jiaganj,333
2238,Nabagram,333
2239,Khargram,333
2240,Kandi,333
2241,Berhampore,333
2242,Hariharpara,333
2243,Nawda,333
2244,Beldanga - I,333
2245,Beldanga - II,333
2246,Bharatpur - II,333
2247,Bharatpur - I,333
2248,Burwan,333
2249,Murarai - I,334
2250,Murarai - II,334
2251,Nalhati - I,334
2252,Nalhati - II,334
2253,Rampurhat - I,334
2254,Rampurhat - II,334
2255,Mayureswar - I,334
2256,Mayureswar - II,334
2257,Mohammad Bazar,334
2258,Rajnagar,334
2259,Suri - I,334
2260,Suri - II,334
2261,Sainthia,334
2262,Labpur,334
2263,Nanoor,334
2264,Bolpur Sriniketan,334
2265,Illambazar,334
2266,Dubrajpur,334
2267,Khoyrasol,334
2268,Salanpur,335
2269,Barabani,335
99999,Area not under any Sub-district,335
2270,Jamuria,335
2271,Raniganj,335
2272,Ondal,335
2273,Pandabeswar,335
2274,Faridpur Durgapur,335
2275,Kanksa,335
2276,Ausgram - II,335
2277,Ausgram - I,335
2278,Mangolkote,335
2279,Ketugram - I,335
2280,Ketugram - II,335
2281,Katwa - I,335
2282,Katwa - II,335
2283,Purbasthali - I,335
2284,Purbasthali - II,335
2285,Manteswar,335
2286,Bhatar,335
2287,Galsi - I,335
2288,Galsi - II,335
2289,Burdwan - I,335
2290,Burdwan - II,335
2291,Memari - I,335
2292,Memari - II,335
2293,Kalna - I,335
2294,Kalna - II,335
2295,Jamalpur,335
2296,Raina - I,335
2297,Khandaghosh,335
2298,Raina - II,335
2299,Karimpur - I,336
2300,Karimpur - II,336
2301,Tehatta - I,336
2302,Tehatta - II,336
2303,Kaliganj,336
2304,Nakashipara,336
2305,Chapra,336
2306,Krishnagar - II,336
2307,Nabadwip,336
2308,Krishnagar - I,336
2309,Krishnaganj,336
2310,Hanskhali,336
2311,Santipur,336
2312,Ranaghat - I,336
99999,Area not under any Sub-district,336
2313,Ranaghat - II,336
2314,Chakdah,336
2315,Haringhata,336
2316,Bagda,337
2317,Bongaon,337
2318,Gaighata,337
2319,Swarupnagar,337
2320,Habra - I,337
2321,Habra - II,337
2322,Amdanga,337
2323,Barrackpur - I,337
99999,Area not under any Sub-district,337
2324,Barrackpur - II,337
2325,Barasat - I,337
2326,Barasat - II,337
2327,Deganga,337
2328,Baduria,337
2329,Basirhat - I,337
2330,Basirhat - II,337
2331,Haroa,337
2332,Rajarhat,337
2333,Minakhan,337
2334,Sandeshkhali - I,337
2335,Sandeshkhali - II,337
2336,Hasnabad,337
2337,Hingalganj,337
2338,Goghat - I,338
2339,Goghat - II,338
2340,Arambag,338
2341,Pursura,338
2342,Tarakeswar,338
2343,Dhaniakhali,338
2344,Pandua,338
2345,Balagarh,338
2346,Chinsurah - Magra,338
99999,Area not under any Sub-district,338
2347,Polba - Dadpur,338
2348,Haripal,338
2349,Singur,338
2350,Serampur Uttarpara,338
2351,Chanditala - I,338
2352,Chanditala - II,338
2353,Jangipara,338
2354,Khanakul - I,338
2355,Khanakul - II,338
2356,Saltora,339
2357,Mejhia,339
2358,Gangajalghati,339
2359,Chhatna,339
2360,Indpur,339
2361,Bankura - I,339
2362,Bankura - II,339
2363,Barjora,339
2364,Sonamukhi,339
2365,Patrasayer,339
2366,Indus,339
2367,Kotulpur,339
2368,Jaypur,339
2369,Vishnupur,339
2370,Onda,339
2371,Taldangra,339
2372,Simlapal,339
2373,Khatra,339
2374,Hirbandh,339
2375,Ranibundh,339
2376,Raipur,339
2377,Sarenga,339
2378,Jaipur,340
2379,Purulia - II,340
2380,Para,340
2381,Raghunathpur - II,340
2382,Raghunathpur - I,340
2383,Neturia,340
2384,Santuri,340
2385,Kashipur,340
2386,Hura,340
2387,Purulia - I,340
2388,Puncha,340
2389,Arsha,340
2390,Jhalda - I,340
2391,Jhalda - II,340
2392,Bagmundi,340
2393,Balarampur,340
2394,Barabazar,340
2395,Manbazar - I,340
2396,Manbazar - II,340
2397,Bundwan,340
2398,Udaynarayanpur,341
2399,Amta - II,341
2400,Amta - I,341
2401,Jagatballavpur,341
2402,Domjur,341
2403,Bally Jagachha,341
2404,Sankrail,341
99999,Area not under any Sub-district,341
2405,Panchla,341
2406,Uluberia - II,341
2407,Uluberia - I,341
2408,Bagnan - I,341
2409,Bagnan - II,341
2410,Shyampur - I,341
2411,Shyampur - II,341
2412,Thakurpukur Mahestola,343
2413,Budge Budge - I,343
2414,Budge Budge - II,343
2415,Bishnupur - I,343
2416,Bishnupur - II,343
2417,Sonarpur,343
2418,Bhangar - I,343
2419,Bhangar - II,343
2420,Canning - I,343
2421,Canning - II,343
2422,Baruipur,343
2423,Magrahat - II,343
2424,Magrahat - I,343
2425,Falta,343
2426,Diamond Harbour - I,343
2427,Diamond Harbour - II,343
2428,Kulpi,343
2429,Mandirbazar,343
2430,Mathurapur - I,343
2431,Jaynagar - I,343
2432,Jaynagar - II,343
2433,Kultali,343
2434,Basanti,343
2435,Gosaba,343
2436,Mathurapur - II,343
2437,Kakdwip,343
2438,Sagar,343
2439,Namkhana,343
2440,Patharpratima,343
2441,Binpur - II,344
2442,Binpur - I,344
2443,Garbeta - II,344
2444,Garbeta - I,344
2445,Garbeta - III,344
2446,Chandrakona - I,344
2447,Chandrakona - II,344
2448,Ghatal,344
2449,Daspur - I,344
2450,Daspur - II,344
2451,Keshpur,344
2452,Salbani,344
2453,Midnapore,344
2454,Jhargram,344
2455,Jamboni,344
2456,Gopiballavpur - II,344
2457,Gopiballavpur - I,344
2458,Nayagram,344
2459,Sankrail,344
2460,Kharagpur - I,344
2461,Kharagpur - II,344
2462,Debra,344
2463,Pingla,344
2464,Sabang,344
2465,Narayangarh,344
2466,Keshiary,344
2467,Dantan - I,344
2468,Dantan - II,344
2469,Mohanpur,344
2470,Panskura,345
2471,Kolaghat,345
2472,Tamluk,345
2473,Sahid Matangini,345
2474,Nanda Kumar,345
2475,Mahisadal,345
2476,Moyna,345
2477,Potashpur - I,345
2478,Potashpur - II,345
2479,Bhagawanpur - II,345
2480,Bhagawanpur - I,345
2481,Chandipur,345
2482,Sutahata,345
2483,Haldia,345
2484,Nandigram - I,345
2485,Nandigram - II,345
2486,Khejuri - I,345
2487,Khejuri - II,345
2488,Contai - I,345
2489,Deshopran,345
2490,Contai - III,345
2491,Egra - I,345
2492,Egra - II,345
2493,Ramnagar - I,345
2494,Ramnagar - II,345
2495,Kharaundhi,346
2496,Bhawnathpur,346
2497,Ketar,346
2498,Kandi,346
2499,Majhiaon,346
2500,Bardiha,346
2501,Ramna,346
2502,Bishunpura,346
2503,Nagaruntari,346
2504,Dhurki,346
2505,Sagma,346
2506,Dandai,346
2507,Chinia,346
2508,Meral (Pipra Kalan),346
2509,Garhwa,346
2510,Danda,346
2511,Ranka,346
2512,Ramkanda,346
2513,Bhandaria,346
2514,Shaligram Ram Narayanpur(Hunterganj),347
2515,Pratappur,347
2516,Kunda,347
2517,Lawalaung,347
2518,Chatra,347
2519,Kanha Chatti,347
2520,Itkhori,347
2521,Mayur Hand,347
2522,Gidhaur,347
2523,Pathalgora,347
2524,Simaria,347
2525,Tandwa,347
2526,Satgawan,348
2527,Kodarma,348
2528,Domchanch,348
2529,Jainagar,348
2530,Chandwara,348
2531,Markacho,348
2532,Gawan,349
2533,Tisri,349
2534,Deori,349
2535,Dhanwar,349
2536,Jamua,349
2537,Bengabad,349
2538,Gande,349
2539,Giridih,349
2540,Birni,349
2541,Bagodar,349
2542,Sariya,349
2543,Dumri,349
2544,Pirtanr,349
2545,Deoghar,350
2546,Mohanpur,350
2547,Sarwan,350
2548,Sona Rai Tharhi,350
2549,Devipur,350
2550,Madhupur,350
2551,Margo Munda,350
2552,Karon,350
2553,Sarath,350
2554,Palojori,350
2555,Meherma,351
2556,Thakurgangti,351
2557,Boarijor,351
2558,Mahagama,351
2559,Pathargama,351
2560,Bashant Rai,351
2561,Godda,351
2562,Poreyahat,351
2563,Sundarpahari,351
2564,Sahibganj,352
2565,Mandro,352
2566,Borio,352
2567,Barhait,352
2568,Taljhari,352
2569,Rajmahal,352
2570,Udhwa,352
2571,Pathna,352
2572,Barharwa,352
2573,Litipara,353
2574,Amrapara,353
2575,Hiranpur,353
2576,Pakaur,353
2577,Maheshpur,353
2578,Pakuria,353
2579,Tundi,354
2580,Purbi Tundi,354
2581,Topchanchi,354
2582,Baghmara-Cum-Katras,354
2583,Gobindpur,354
2584,Dhanbad-Cum-Kenduadih-Cum-Jagata,354
2586,Baliapur,354
2587,Nirsa-Cum-Chirkunda,354
2588,Nawadih,355
2589,Chandrapura,355
2590,Bermo,355
2591,Gumia,355
2592,Peterwar,355
2593,Kasmar,355
2594,Jaridih,355
2595,Chas,355
2596,Chandankiyari,355
2597,Kisko,356
2598,Peshrar,356
2599,Kuru,356
2600,Kairo,356
2601,Lohardaga,356
2602,Senha,356
2603,Bhandra,356
2604,Patamda,357
2605,Boram,357
2606,Golmuri-Cum-Jugsalai,357
2607,Ghatshila,357
2608,Potka,357
2609,Musabani,357
2610,Dumaria,357
2611,Dhalbhumgarh,357
2612,Gurbandha,357
2613,Chakulia,357
2614,Baharagora,357
2615,Hussainabad,358
2616,Haidernagar,358
2617,Mohammad Ganj,358
2618,Hariharganj,358
2619,Pipra,358
2620,Chhatarpur,358
2621,Nawadiha Bazar/Nawadiha,358
2622,Pandu,358
2623,Untari Road,358
2624,Bishrampur,358
2625,Nawa Bazar,358
2626,Patan,358
2627,Padwa,358
2628,Manatu,358
2629,Tarhasi,358
2630,Panki,358
2631,Satbarwa,358
2632,Nilambar-Pitambarpur(Lesliganj),358
2633,Medininagar(Daltonganj),358
2634,Chainpur,358
2635,Manika,359
2636,Barwadih,359
2637,Mahuadanr,359
2638,Garu,359
2639,Latehar,359
2640,Balumath,359
2641,Bariyatu,359
2642,Herhanj,359
2643,Chandwa,359
2644,Chauparan,360
2645,Barhi,360
2646,Padma,360
2647,Ichak,360
2648,Tati Jhariya,360
2649,Daru,360
2650,Barkatha,360
2651,Chalkusa,360
2652,Bishungarh,360
2653,Hazaribag,360
2654,Katkamsandi,360
2655,Katamdag,360
2656,Keredari,360
2657,Barkagaon,360
2658,Churchu,360
2659,Dadi,360
2660,Patratu,361
2661,Mandu,361
2662,Ramgarh,361
2663,Dulmi,361
2664,Chitarpur,361
2665,Gola,361
2666,Saraiyahat,362
2667,Jarmundi,362
2668,Ramgarh,362
2669,Gopikandar,362
2670,Kathikund,362
2671,Shikaripara,362
2672,Ranishwar,362
2673,Dumka,362
2674,Jama,362
2675,Masalia,362
2676,Narayanpur,363
2677,Karma Tanr Vidyasagar,363
2678,Jamtara,363
2679,Nala,363
2680,Fatehpur,363
2681,Kundhit,363
2682,Burmu,364
2683,Khelari,364
2684,Kanke,364
2685,Ormanjhi,364
2686,Angara,364
2687,Rahe,364
2688,Silli,364
2689,Sonahatu,364
2690,Namkum,364
2691,Ratu,364
2692,Nagri,364
2693,Mandar,364
2694,Chanho,364
2695,Bero,364
2696,Itki,364
2697,Lapung,364
2698,Bundu,364
2699,Tamar I,364
2700,Karra,365
2701,Torpa,365
2702,Rania,365
2703,Murhu,365
2704,Khunti,365
2705,Erki (Tamar II),365
2706,Bishunpur,366
2707,Ghaghra,366
2708,Sisai,366
2709,Verno,366
2710,Kamdara,366
2711,Basia,366
2712,Gumla,366
2713,Chainpur,366
2714,Dumri,366
2715,Albert Ekka(Jari),366
2716,Raidih,366
2717,Palkot,366
2718,Simdega,367
2719,Pakar Tanr,367
2720,Kurdeg,367
2721,Kersai,367
2722,Bolba,367
2723,Thethaitangar,367
2724,Kolebira,367
2725,Jaldega,367
2726,Bansjor,367
2727,Bano,367
2728,Sonua,368
2729,Gudri,368
2730,Bandgaon,368
2731,Chakradharpur,368
2732,Khuntpani,368
2733,Goilkera,368
2734,Anandpur,368
2735,Manoharpur,368
2736,Noamundi,368
2737,Tonto,368
2738,Hat Gamharia,368
2739,Chaibasa,368
2740,Tantnagar,368
2741,Manjhari,368
2742,Jhinkpani,368
2743,Jagannathpur,368
2744,Kumardungi,368
2745,Majhgaon,368
2746,Kuchai,369
2747,Kharsawan,369
2748,Chandil,369
2749,Ichagarh,369
2750,Kukru,369
2751,Nimdih,369
2752,Adityapur(Gamharia),369
2753,Saraikela,369
2754,Gobindpur(Rajnagar),369
2755,Paikamal,370
2756,Jharbandha,370
2757,Padmapur,370
2758,Burden,370
2759,Gaisilet,370
2760,Melchhamunda,370
2761,Sohela,370
2762,Bijepur,370
2763,Barapali,370
2764,Bheden,370
2765,Bargarh,370
2766,Bargarh Sadar,370
2767,Bhatli,370
2768,Ambabhona,370
2769,Attabira,370
2770,Rengali,371
2771,Lakhanpur,371
2772,Belpahar,371
2773,Banaharapali,371
2774,Orient,371
2775,Brajarajnagar,371
2776,Jharsuguda,371
2777,Badmal,371
2778,Laikera,371
2779,Kolabira,371
2780,Govindpur,372
2781,Mahulpalli,372
2782,Kochinda,372
2783,Katarbaga,372
2784,Thelkoloi,372
2785,Rengali,372
2786,Sasan,372
2787,Hirakud,372
2788,Burla,372
2789,Dhanupali,372
2790,Ainthapali,372
2791,Sadar,372
2792,Jamankira,372
2793,Kisinda,372
2794,Jujomura,372
2795,Dhama,372
2796,Charamal,372
2797,Rairakhol,372
2798,Naktideul,372
2799,Sambalpur (M),372
2800,Debagarh,373
2801,Barkot,373
2802,Kundheigola,373
2803,Reamal,373
2804,Hemgir,374
2805,Lephripara,374
2806,Bhasma,374
2807,Dharuadihi,374
2808,Sundargarh Town,374
2809,Sundargarh,374
2810,Kinjirkela,374
2811,Talasara,374
2812,Baragaon,374
2813,Kutra,374
2814,Rajagangapur,374
2815,Raiboga,374
2816,Biramitrapur,374
2817,Hatibari,374
2818,Bisra,374
2819,Bondamunda,374
2820,Brahmani Tarang,374
2821,Raghunathapali,374
2822,Tangarapali,374
2823,Lathikata,374
2824,Chandiposh,374
2825,Kamarposh Balang,374
2826,Koida,374
2827,Lahunipara,374
2828,Gurundia,374
2829,Tikaetpali,374
2830,Banei,374
2831,Mahulapada,374
2832,Raurkela (M),374
2833,Raurkela (ITS),374
2834,Barbil,375
2835,Bolani,375
2836,Rugudi,375
2837,Joda,375
2838,Bamebari,375
2839,Champua,375
2840,Jhumpura,375
2841,Baria,375
2842,Turumunga,375
2843,Patana,375
2844,Kendujhar Sadar,375
2845,Kendujhar Town,375
2846,Nayakote,375
2847,Kanjipani,375
2848,Telkoi,375
2849,Pandapara,375
2850,Ghatgaon,375
2851,Harichandanpur,375
2852,Daitari,375
2853,Ghasipura,375
2854,Anandapur,375
2855,Soso,375
2856,Nandipada,375
2857,Sainkul,375
2858,Tiring,376
2859,Bahalda,376
2860,Jamda,376
2861,Rairangpur Town,376
2862,Gorumahisani,376
2863,Jharpokharia,376
2864,Bisoi,376
2865,Rairangpur,376
2866,Badampahar,376
2867,Jashipur,376
2868,Raruan,376
2869,Ghagarbeda,376
2870,Karanjia,376
2871,Thakurmunda,376
2872,Baripada Sadar,376
2873,Baripada Town,376
2874,Koliana,376
2875,Bangiriposi,376
2876,Chandua,376
2877,Suliapada,376
2878,Muruda,376
2879,Rasagobindapur,376
2880,Baisinga,376
2881,Betanati,376
2882,Barsahi,376
2883,Khunta,376
2884,Udala,376
2885,Kaptipada,376
2886,Sharata,376
2887,Mahuldiha,376
2888,Baripada (M),376
2889,Raibania,377
2890,Jaleswar,377
2891,Bhograi,377
2892,Kamarda,377
2893,Baliapal,377
2894,Singla,377
2895,Basta,377
2896,Rupsa,377
2897,Baleshwar Sadar,377
2898,Sahadevkhunta,377
2899,Chandipur,377
2900,Balaramgadi Marine,377
2901,Bampada,377
2902,Remuna,377
2903,Nilagiri,377
2904,Berhampur,377
2905,Oupada,377
2906,Khaira,377
2907,Soro,377
2908,Similia,377
2909,Baleshwar (M),377
2910,Agarpada,378
2911,Bant,378
2912,Bhandari Pokhari,378
2913,Dhamanagar,378
2914,Bhadrak Rural,378
2915,Basudebpur,378
2916,Naikanidihi,378
2917,Tihidi,378
2918,Dhusuri,378
2919,Chandabali,378
2920,Bansada,378
2921,Dhamara Marine,378
2922,Rajkanika,379
2923,Rajnagar,379
2924,Jamboo Marine,379
2925,Aali,379
2926,Pattamundai,379
2928,Kendrapara Sadar,379
2929,Nikirai,379
2930,Derabish,379
2931,Patkura,379
2932,Marsaghai,379
2933,Mahakalapada,379
2934,Paradip,380
2935,Paradeep Lock,380
2936,Kujang,380
2937,Abhyachandpur,380
2938,Ersama,380
2939,Tirtol,380
2940,Jagatsinghapur,380
2941,Biridi,380
2942,Naugaon,380
2943,Balikuda,380
2944,Narasinghpur,381
2945,Kanpur,381
2946,Badamba,381
2947,Baidyeswar,381
2948,Banki,381
2949,Tigiria,381
2950,Athagad,381
2951,Barang,381
2952,Gurudijhatia,381
2953,Khuntuni,381
2954,Choudwar,381
2955,Tangi,381
2956,Mahanga,381
2957,Salepur,381
2958,Nischintakoili,381
2959,Nemalo,381
2960,Kishannagar,381
2961,Jagatpur,381
2962,Cuttack Sadar,381
2963,Kandarpur,381
2964,C.R.R.I.,381
2965,Gobindpur,381
2966,Olatapur,381
2967,Niali,381
2969,Sukinda,382
2970,Tomka,382
2971,Kaliapani,382
2972,Kalinganagar,382
2973,Jakhapura,382
2974,Jajapur Road,382
2975,Korai,382
2976,Panikoili,382
2977,Jajapur,382
2978,Jajpur Sadar,382
2979,Dharmasala,382
2980,Jenapur,382
2981,Kuakhia,382
2982,Badachana,382
2983,Balichandrapur,382
2984,Binjharpur,382
2985,Bari - Ramachandrapur,382
2986,Mangalpur,382
2987,Parajang,383
2988,Kamakshyanagar,383
2989,Kankadahad,383
2990,Bhuban,383
2991,Gandia,383
2992,Nihalprasad,383
2993,Tumusingha,383
2994,Motunga,383
2995,Bhusan Steel Limited,383
2996,Balimi,383
2997,Hindol,383
2998,Rasol,383
2999,Dhenkanal Sadar,383
3000,Palalahada,384
3001,Khamar,384
3002,Rengali Damsite,384
3003,Kaniha,384
3004,N.T.P.C.,384
3005,Samal Barrage,384
3006,Talcher Sadar,384
3007,Colliery,384
3008,Bikrampur,384
3009,Nalco,384
3010,Banarpal,384
2995,Bhusan Steel Limited,384
3011,Anugul,384
3012,Jarapada,384
3013,Industrial,384
3014,Chhendipada,384
3015,Handapa,384
3016,Kishorenagar,384
3017,Athmallik,384
3018,Kiakata,384
3019,Thakurgarh,384
3020,Purunakot,384
3021,Bantala,384
3022,Gania,385
3023,Dasapalla,385
3024,Banigochha,385
3025,Nuagaon,385
3026,Khandapada,385
3027,Fategarh,385
3028,Nayagarh,385
3029,Itamati,385
3030,Nayagarh Sadar,385
3031,Odagaon,385
3032,Sarankul,385
3033,Ranapur,385
3034,Bolagad,386
3035,Begunia,386
3036,Khordha,386
3037,Khordha Sadar,386
3038,Chandaka,386
3039,Nandankanan,386
3041,Mancheswar,386
3042,Balianta,386
3043,Balipatna,386
3044,Lingaraj,386
3045,Airfield (Kapila Prasad),386
3046,Uttara,386
3047,Khandagiri,386
3048,Tamando,386
3049,Jatani,386
3050,Jankia,386
3051,Nirakarpur,386
3052,Tangi,386
3053,Balugaon,386
3054,Banapur,386
3055,Bhubaneswar (M Corp.),386
3056,Delanga,387
3057,Pipili,387
3058,Nimapada,387
3059,Kakatpur,387
3060,Astaranga,387
3061,Konark,387
3062,Gop,387
3063,Ramachandi,387
3064,Satyabadi,387
3065,Chandanpur,387
3066,Sadar,387
3067,Brahmagiri,387
3068,Gadisagada,387
3069,Krushna Prasad,387
3071,Tarasingi,388
3072,Buguda,388
3073,Jagannath Prasad,388
3074,Bhanjanagar,388
3075,Gangapur,388
3076,Surada,388
3077,Badagada,388
3078,Asika,388
3079,Dharakote,388
3080,Kabisuryanagar,388
3081,Polasara,388
3082,Kodala,388
3083,Khalikote,388
3084,Rambha,388
3085,Chhatrapur,388
3086,Ganjam,388
3087,Chamakhandi,388
3088,Arjyapalli Marine,388
3089,Purusottampur,388
3090,Hinjili,388
3091,Patapur,388
3092,Seragad,388
3093,Brahmapur Sadar,388
3094,Gopalpur,388
3095,Golanthara,388
3096,Digapahandi,388
3097,Nuagaon,388
3098,Jarada,388
3109,Ramagiri,388
3100,Adva,389
3101,Mohana,389
3102,R.Udaygiri,389
3103,Serango,389
3104,Kashinagara,389
3105,Parlakhemundi,389
3106,Gurandi,389
3107,Rayagada,389
3108,Garabandha,389
3109,Ramagiri,389
3110,Gochhapada,390
3111,Phulabani,390
3112,Phulabani Town,390
3113,Khajuripada,390
3114,G.Udayagiri,390
3115,Tikabali,390
3116,Chakapada,390
3117,Sarangagarh,390
3118,Phiringia,390
3119,Baliguda,390
3120,Nuagaon,390
3121,Tumudibandha,390
3122,Belaghar,390
3123,Kotagarh,390
3124,Brahmanigaon,390
3125,Daringbadi,390
3126,Raikia,390
3127,Kantamal,391
3128,Manamunda,391
3129,Baunsuni,391
3130,Baudh Sadar,391
3131,Puruna Katak,391
3132,Harbhanga,391
3133,Dunguripali,392
3134,Rampur,392
3135,Binika,392
3136,Ulunda,392
3137,Biramaharajpur,392
3138,Subalaya,392
3139,Sonapur,392
3140,Tarbha,392
3141,Loisinga,393
3142,Balangir,393
3143,Tushura,393
3144,Patnagarh,393
3145,Khaprakhol,393
3146,Turekela,393
3147,Belpara,393
3148,Saintala,393
3149,Kantabanji,393
3150,Bangomunda,393
3151,Sindhekela,393
3152,Titlagarh,393
3153,Jonk,394
3154,Nuapada,394
3155,Komna,394
3156,Khariar,394
3157,Boden,394
3158,Sinapali,394
3159,Kesinga,395
3160,Madanpur Rampur,395
3161,Narala,395
3162,Lanjigarh,395
3163,Biswanathpur,395
3164,Sadar,395
3165,Kegaon,395
3166,Junagarh,395
3167,Golamunda,395
3168,Dharamgarh,395
3169,Kokasara,395
3170,Jayapatna,395
3171,Thuamul Rampur,395
3172,Ambadala,396
3173,Muniguda,396
3174,Chandrapur,396
3175,Bishamakatak,396
3176,Kalyanasingpur,396
3177,Kashipur,396
3178,Andirakanch,396
3179,Tikiri,396
3180,Doraguda,396
3181,Rayagada,396
3182,Seskhal,396
3183,Gunupur,396
3184,Gudari,396
3185,Padmapur,396
3186,Puttasing,396
3187,Raighar,397
3188,Kundei,397
3189,Umarkote,397
3190,Chandahandi,397
3191,Jharigan,397
3192,Dabugan,397
3193,Paparahandi,397
3194,Kodinga,397
3195,Kosagumuda,397
3196,Nabarangapur,397
3197,Tentulikhunti,397
3198,Khatiguda,397
3199,Kotpad,398
3200,Boriguma,398
3201,Bhairabsingipur,398
3202,Dasamantapur,398
3203,Lakshmipur,398
3204,Narayanpatana,398
3205,Bandhugaon,398
3206,Kakiriguma,398
3207,Koraput,398
3208,Koraput Town,398
3209,Jeypore,398
3210,Kundura,398
3211,Boipariguda,398
3212,Machh kund,398
3213,Padua,398
3214,Nandapur,398
3215,Similiguda,398
3216,Sunabeda,398
3217,Damonjodi,398
3218,Pottangi,398
3219,Kotiya,398
3220,Malkangiri,399
3221,Mathili,399
3222,Mudulipada,399
3223,Chitrakonda,399
3224,Paparmetla,399
3225,Jodamba,399
3226,Orkel,399
3227,Kalimela,399
3228,Podia,399
3229,M.V. 79,399
3230,Motu,399
3231,Bharatpur,400
3232,Baikunthpur,400
3233,Sonhat,400
3234,Manendragarh,400
3235,Khadganva,400
3236,Ramanujganj,401
3237,Balrampur,401
3238,Wadrafnagar,401
3239,Pratappur,401
3240,Samri(kusmi),401
3241,Shankargarh,401
3242,Surajpur,401
3243,Oudgi,401
3244,Bhaiyathan,401
3245,Ramanujnagar,401
3246,Premnagar,401
3247,Ambikapur,401
3248,Lakhanpur,401
3249,Udaypur,401
3250,Rajpur,401
3251,Lundra,401
3252,Sitapur,401
3253,Batouli,401
3254,Mainpat,401
3255,Bagicha,402
3256,Kansabel,402
3257,Jashpur,402
3258,Manora,402
3259,Kunkuri,402
3260,Duldula,402
3261,Farsabahar,402
3262,Pathalgaon,402
3263,Udaipur (Dharamjaigarh),403
3264,Lailunga,403
3265,Gharghoda,403
3266,Tamnar,403
3267,Raigarh,403
3268,Pusour,403
3269,Kharsia,403
3270,Sarangarh,403
3271,Baramkela,403
3272,Katghora,404
3273,Poundi-Uproda,404
3274,Pali,404
3275,Korba,404
3276,Kartala,404
3277,Janjgir,405
3278,Akaltara,405
3279,Baloda,405
3280,Nawagarh,405
3281,Champa,405
3282,Sakti,405
3283,Pamgarh,405
3284,Dabhra,405
3285,Malkharoda,405
3286,Jaijaipur,405
3287,Pendra Road Gorella,406
3288,Marwahi,406
3289,Pendra,406
3290,Lormi,406
3291,Kota,406
3292,Mungeli,406
3293,Pathariya,406
3294,Takhatpur,406
3295,Bilaspur,406
3296,Masturi,406
3297,Bilha,406
3298,Kawardha,407
3299,Bodla,407
3300,Sahaspur Lohara,407
3301,Pandariya,407
3302,Chhuikhadan,408
3303,Khairagarh,408
3304,Dongargarh,408
3305,Rajnandgaon,408
3306,Chhuriya,408
3307,Dongargaon,408
3308,Mohla,408
3309,Manpur,408
3310,Ambagarh,408
3311,Nawagarh,409
3312,Bemetara,409
3313,Saja,409
3314,Thanakhamria,409
3315,Berla,409
3316,Dhamdha,409
3317,Durg,409
3318,Patan,409
3319,Gunderdehi,409
3320,Dondi Luhara,409
3321,Balod,409
3322,Dondi,409
3323,Gurur,409
3324,Simga,410
3325,Bhatapara,410
3326,Baloda Bazar,410
3327,Palari,410
3328,Kasdol,410
3329,Bilaigarh,410
3330,Arang,410
3331,Abhanpur,410
3332,Raipur,410
3333,Rajim,410
3334,Tilda,410
3335,Bindranavagarh(Gariyaband),410
3336,Chhura,410
3337,Mainpur,410
3338,Deobhog,410
3339,Basna,411
3340,Saraipali,411
3341,Mahasamund,411
3342,Pithora,411
3343,Bagbahra,411
3344,Kurud,412
3345,Magarlod,412
3346,Dhamtari,412
3347,Nagri,412
3348,Charama,413
3349,Bhanupratappur,413
3350,Durgkondal,413
3351,Kanker,413
3352,Narharpur,413
3353,Antagarh,413
3354,Pakhanjur,413
3355,Keskal,414
3356,Bade Rajpur,414
3357,Kondagaon,414
3358,Makdi,414
3359,Farasgaon,414
3360,Jagdalpur,414
3361,Lohandiguda,414
3362,Bastanar,414
3363,Bastar,414
3364,Bakavand,414
3365,Tokapal,414
3366,Darbha,414
3367,Narayanpur,415
3368,Orchha,415
3369,Dantewada,416
3370,Gidam,416
3371,Katekalyan,416
3372,Kuakonda,416
3373,Konta,416
3374,Chhindgarh,416
3375,Sukma,416
3376,Bhopalpattnam,417
3377,Usur,417
3378,Bijapur,417
3379,Bhairamgarh,417
3722,Lakhpat,468
3723,Rapar,468
3724,Bhachau,468
3725,Anjar,468
3726,Bhuj,468
3727,Nakhatrana,468
3728,Abdasa,468
3729,Mandvi,468
3730,Mundra,468
3731,Gandhidham,468
3732,Vav,469
3733,Tharad,469
3734,Dhanera,469
3735,Dantiwada,469
3736,Amirgadh,469
3737,Danta,469
3738,Vadgam,469
3739,Palanpur,469
3740,Deesa,469
3741,Deodar,469
3742,Bhabhar,469
3743,Kankrej,469
3744,Santalpur,470
3745,Radhanpur,470
3746,Sidhpur,470
3747,Patan,470
3748,Harij,470
